,reward
1115,-2275
1116,-2652
1117,-2734
1118,-3199
1119,-2412
1120,-2486
1121,-2379
1122,-2701
1123,-2169
1124,-2661
1125,-2148
1126,-2633
1127,-2335
1128,-2486
1129,-2624
1130,-2708
1131,-2715
1132,-2558
1133,-2489
1134,-2444
1135,-2323
1136,-2118
1137,-2319
1138,-2386
1139,-2656
1140,-2837
1141,-2233
1142,-2533
1143,-2629
1144,-2270
1145,-2407
1146,-1924
1147,-2368
1148,-2561
1149,-2944
1150,-3123
1151,-2553
1152,-1868
1153,-2417
1154,-2768
1155,-2431
1156,-3186
1157,-2464
1158,-2656
1159,-2420
1160,-2967
1161,-2702
1162,-2720
1163,-2480
1164,-2817
1165,-2078
1166,-2720
1167,-2550
1168,-2293
1169,-2581
1170,-2762
1171,-2286
1172,-2302
1173,-2394
1174,-2634
1175,-2457
1176,-2899
1177,-3107
1178,-2366
1179,-2698
1180,-2269
1181,-2341
1182,-2428
1183,-2212
1184,-2841
1185,-2679
1186,-2257
1187,-2427
1188,-2255
1189,-2360
1190,-2873
1191,-2028
1192,-2499
1193,-2679
1194,-2548
1195,-2963
1196,-2402
1197,-2750
1198,-2524
1199,-2579
1200,-2527
1201,-2738
1202,-2722
1203,-2645
1204,-2654
1205,-2596
1206,-2503
1207,-2225
1208,-2595
1209,-2451
1210,-2418
1211,-3165
1212,-2725
1213,-2305
1214,-2561
1215,-2473
1216,-2844
1217,-2046
1218,-2774
1219,-2668
1220,-2770
1221,-2143
1222,-2664
1223,-2766
1224,-2456
1225,-2330
1226,-2276
1227,-2229
1228,-2364
1229,-2520
1230,-2308
1231,-2604
1232,-3687
1233,-2644
1234,-2591
1235,-2681
1236,-2446
1237,-2553
1238,-2159
1239,-2124
1240,-3242
1241,-2727
1242,-2618
1243,-3753
1244,-2478
1245,-2491
1246,-2971
1247,-2124
1248,-2081
1249,-2031
1250,-2275
1251,-2551
1252,-2519
1253,-2800
1254,-2424
1255,-2822
1256,-2560
1257,-2674
1258,-2189
1259,-2609
1260,-2726
1261,-2373
1262,-2418
1263,-2435
1264,-2423
1265,-2688
1266,-2333
1267,-2939
1268,-2418
1269,-2400
1270,-2686
1271,-2300
1272,-2289
1273,-2661
1274,-2503
1275,-2566
1276,-2763
1277,-3071
1278,-2260
1279,-2263
1280,-2764
1281,-2186
1282,-2662
1283,-2755
1284,-2205
1285,-2163
1286,-2615
1287,-2476
1288,-2509
1289,-2459
1290,-2671
1291,-2692
1292,-2394
1293,-2524
1294,-2349
1295,-2869
1296,-2702
1297,-2372
1298,-2343
1299,-2257
1300,-2537
1301,-2766
1302,-2887
1303,-2422
1304,-2443
1305,-2835
1306,-2920
1307,-2216
1308,-2334
1309,-2056
1310,-2411
1311,-2680
1312,-2658
1313,-2906
1314,-2613
1315,-2566
1316,-2578
1317,-2512
1318,-2487
1319,-2569
1320,-2774
1321,-2023
1322,-3268
1323,-2363
1324,-2383
1325,-2682
1326,-2584
1327,-3150
1328,-2333
1329,-2479
1330,-2842
1331,-2490
1332,-2426
1333,-2186
1334,-2486
1335,-2284
1336,-2468
1337,-2688
1338,-2720
1339,-2569
1340,-2245
1341,-2699
1342,-2225
1343,-2678
1344,-2581
1345,-2567
1346,-2358
1347,-2208
1348,-2239
1349,-3045
1350,-2466
1351,-2131
1352,-3061
1353,-2573
1354,-2418
1355,-2332
1356,-2305
1357,-2059
1358,-2631
1359,-2284
1360,-3000
1361,-2538
1362,-2244
1363,-2563
1364,-2380
1365,-2133
1366,-2379
1367,-2436
1368,-2267
1369,-2459
1370,-2564
1371,-2302
1372,-2671
1373,-2582
1374,-2283
1375,-2583
1376,-2175
1377,-2424
1378,-2201
1379,-2574
1380,-2463
1381,-2327
1382,-2307
1383,-2448
1384,-2588
1385,-2244
1386,-2506
1387,-2373
1388,-2311
1389,-2290
1390,-2475
1391,-2572
1392,-2388
1393,-2214
1394,-2026
1395,-2468
1396,-2551
1397,-2405
1398,-2172
1399,-1979
1400,-2006
1401,-2510
1402,-2614
1403,-2568
1404,-2080
1405,-2955
1406,-2236
1407,-2165
1408,-2555
1409,-2232
1410,-2594
1411,-2384
1412,-2415
1413,-2180
1414,-2562
1415,-2469
1416,-2659
1417,-2028
1418,-2349
1419,-2346
1420,-2439
1421,-2048
1422,-2811
1423,-2315
1424,-2150
1425,-2390
1426,-2605
1427,-2530
1428,-2140
1429,-2264
1430,-2311
1431,-2452
1432,-2296
1433,-2192
1434,-2432
1435,-2705
1436,-2189
1437,-2509
1438,-2222
1439,-2541
1440,-2176
1441,-2303
1442,-2170
1443,-2423
1444,-2146
1445,-2247
1446,-2185
1447,-2036
1448,-2255
1449,-2532
1450,-2164
1451,-2227
1452,-2570
1453,-3357
1454,-2276
1455,-2130
1456,-2039
1457,-2530
1458,-2120
1459,-2614
1460,-2525
1461,-2056
1462,-2252
1463,-2494
1464,-2293
1465,-2413
1466,-2293
1467,-2251
1468,-2167
1469,-2489
1470,-2153
1471,-2372
1472,-2416
1473,-2351
1474,-2568
1475,-2376
1476,-2347
1477,-2313
1478,-3038
1479,-2391
1480,-2453
1481,-2479
1482,-2585
1483,-2383
1484,-2218
1485,-2262
1486,-2405
1487,-2681
1488,-2344
1489,-2150
1490,-2975
1491,-2251
1492,-2542
1493,-2402
1494,-2299
1495,-2658
1496,-2550
1497,-1869
1498,-2101
1499,-2295
1500,-2425
1501,-2448
1502,-2019
1503,-2197
1504,-2486
1505,-2008
1506,-2158
1507,-2496
1508,-2592
1509,-2084
1510,-2503
1511,-2250
1512,-2571
1513,-1970
1514,-2486
1515,-1966
1516,-2251
1517,-2105
1518,-2076
1519,-2036
1520,-2196
1521,-2358
1522,-2277
1523,-2029
1524,-2195
1525,-2719
1526,-2642
