,reward
1729,-4579
1730,-2867
1731,-2612
1732,-2422
1733,-2473
1734,-2402
1735,-2347
1736,-3429
1737,-2565
1738,-2606
1739,-2062
1740,-3354
1741,-3856
1742,-3110
1743,-2486
1744,-2937
1745,-4278
1746,-5100
1747,-2561
1748,-2548
1749,-1971
1750,-2950
1751,-3210
1752,-3007
1753,-2351
1754,-2161
1755,-3013
1756,-1739
1757,-3709
1758,-2553
1759,-2698
1760,-2508
1761,-2691
1762,-2438
1763,-3103
1764,-2922
1765,-3038
1766,-2982
1767,-2686
1768,-2409
1769,-2283
1770,-2456
1771,-2710
1772,-2289
1773,-3697
1774,-4773
1775,-3226
1776,-3110
1777,-2699
1778,-2589
1779,-2404
1780,-2101
1781,-2411
1782,-1948
1783,-5176
1784,-2285
1785,-2568
1786,-2696
1787,-2504
1788,-2156
1789,-2459
1790,-2376
1791,-2183
1792,-2056
1793,-3112
1794,-2228
1795,-2486
1796,-3307
1797,-3234
1798,-3173
1799,-2257
1800,-1988
1801,-2393
1802,-4296
1803,-2406
1804,-3182
1805,-4154
1806,-3245
1807,-2543
1808,-1956
1809,-4239
1810,-2306
1811,-3638
1812,-4099
1813,-3761
1814,-2769
1815,-2699
1816,-3185
1817,-2410
1818,-5531
1819,-2245
1820,-2377
1821,-3003
1822,-2481
1823,-2278
1824,-2455
1825,-2856
1826,-2146
1827,-2144
1828,-2015
1829,-6676
1830,-2995
1831,-1985
1832,-3440
1833,-2318
1834,-3159
1835,-2828
1836,-2384
1837,-3389
1838,-3178
1839,-2652
1840,-7103
1841,-2807
1842,-2059
1843,-2308
1844,-2343
1845,-2125
1846,-3003
1847,-2466
1848,-4557
1849,-2312
1850,-3523
1851,-2100
1852,-2592
1853,-2548
1854,-1863
1855,-2836
1856,-3563
1857,-2746
1858,-2244
1859,-2086
1860,-2421
1861,-2341
1862,-2472
1863,-3465
1864,-2241
1865,-2865
1866,-5362
1867,-2557
1868,-2159
1869,-2020
1870,-3485
1871,-3612
1872,-3715
1873,-3146
1874,-2120
1875,-3651
1876,-3115
1877,-1908
1878,-3645
1879,-2636
1880,-4183
1881,-3412
1882,-3390
1883,-2217
1884,-2619
1885,-2656
1886,-2606
1887,-2609
1888,-2709
1889,-2461
1890,-3993
1891,-2863
1892,-2385
1893,-3348
1894,-2219
1895,-2809
1896,-3410
1897,-2809
1898,-2190
1899,-3197
1900,-2375
1901,-2233
1902,-2441
1903,-1998
1904,-3253
1905,-4142
1906,-2468
1907,-3495
1908,-2024
1909,-2994
1910,-2132
1911,-2658
1912,-2371
1913,-2401
1914,-3386
1915,-2217
1916,-7341
1917,-2209
1918,-4179
1919,-2347
1920,-2270
1921,-3561
1922,-2780
1923,-2800
1924,-2534
1925,-2515
1926,-2848
1927,-2455
1928,-3178
1929,-2280
1930,-3570
1931,-1946
1932,-2434
1933,-3660
1934,-3599
1935,-2308
1936,-3506
1937,-2883
1938,-2743
1939,-2511
1940,-1962
1941,-3802
1942,-3988
1943,-2427
1944,-2583
1945,-2275
1946,-2643
1947,-2973
1948,-2169
1949,-2512
1950,-2445
1951,-2821
1952,-6941
1953,-2792
1954,-2333
1955,-2447
1956,-2003
1957,-3558
1958,-2416
1959,-2249
1960,-2657
1961,-3932
1962,-2125
1963,-4062
1964,-3337
1965,-1929
1966,-2050
1967,-2331
1968,-2388
1969,-2557
1970,-2336
1971,-2919
1972,-3379
1973,-2382
1974,-2440
1975,-4522
1976,-2078
1977,-3080
1978,-3034
1979,-2316
1980,-2979
1981,-2292
1982,-2434
1983,-3391
1984,-4158
1985,-2210
1986,-3196
1987,-3200
1988,-2725
